810,225,-1135
821,216,-1142
873,232,-1140
913,211,-1145
902,208,-1145
902,192,-1140
913,181,-1140
913,156,-1140
933,160,-1135
970,143,-1126
986,135,-1123
1035,123,-1121
1118,113,-1087
1183,91,-1078
1318,72,-1010
1402,81,-952
1462,77,-907
1451,83,-915
1476,70,-910
1451,70,-898
1413,72,-928
1377,72,-955
1391,16,-946
1380,28,-952
1366,65,-978
1431,48,-955
1462,81,-907
1512,37,-867
1535,28,-851
1575,16,-801
1683,83,-692
1782,7,-478
1850,-18,-268
1875,23,-102
1881,10,-33
1861,-21,-41
1867,0,-2
1845,-23,50
1836,-111,71
1816,-102,203
1743,-130,332
1605,-113,562
1352,-95,798
961,-28,938
488,-51,915
252,-5,846
238,10,851
326,7,886
531,18,943
848,21,965
1121,32,910
1301,21,848
1456,23,751
1571,48,640
1692,32,483
1777,37,370
1796,7,263
1875,45,36
1850,153,-396
1726,218,-661
1548,186,-848
1290,118,-1021
1132,70,-1071
958,102,-1130
927,160,-1132
840,262,-1145
652,243,-1132
272,222,-1018
-67,222,-753
-252,173,-483
-297,75,-298
-317,56,-190
-328,51,-47
-328,235,47
-297,273,105
-308,320,97
-243,485,57
-157,756,33
75,950,133
250,1017,317
292,980,401
207,846,545
227,800,568
275,818,621
337,753,695
295,691,713
337,737,697
385,816,668
371,800,692
348,677,742
452,667,780
486,542,860
531,360,920
438,153,936
435,23,926
495,-26,933
500,-195,893
480,-401,770
508,-596,621
686,-688,550
708,-806,362
722,-865,203
688,-885,15
680,-897,-121
668,-873,-240
655,-846,-282
626,-857,-330
635,-835,-362
666,-843,-346
562,-827,-356
562,-743,-587
578,-616,-748
540,-553,-811
536,-442,-893
531,-313,-962
542,-190,-1060
483,70,-1078
491,238,-1102
511,368,-1105
585,475,-1092
576,605,-1042
621,658,-1026
668,713,-1000
601,716,-976
607,890,-860
643,1096,-652
618,1186,-412
486,1196,-178
427,1186,-20
423,1150,50
337,1107,142
331,1085,223
353,1068,290
337,1058,330
385,1025,398
412,941,557
446,677,780
452,528,860
475,343,912
533,301,950
558,262,943
612,146,965
438,26,920
398,28,905
675,5,962
680,-91,952
652,-308,856
592,-545,703
551,-730,446
506,-825,158
477,-846,-73
446,-838,-121
430,-855,-47
475,-818,240
502,-658,542
508,-363,811
488,-61,938
520,167,941
540,320,952
587,436,926
615,540,893
648,586,875
607,612,832
570,1045,465
630,1150,343
601,1180,221
558,1202,102
576,1221,5
558,1223,-83
533,1223,-206
522,1191,-362
536,1001,-718
536,640,-1012
558,341,-1087
573,113,-1108
556,-75,-1090
517,-160,-1045
618,-447,-920
648,-762,-571
562,-816,-348
520,-841,-272
525,-841,-208
432,-846,-185
457,-835,26
618,-746,457
720,-313,860
652,88,971
632,327,960
587,463,907
581,558,877
533,582,853
472,848,671
491,1087,367
680,1223,55
657,1212,2
610,1228,-62
576,1223,-97
615,1237,-203
677,1226,-282
761,1180,-478
817,1063,-703
893,868,-912
983,570,-1068
1093,273,-1102
1147,162,-1073
1228,123,-1063
1276,137,-1031
1327,162,-991
1532,262,-870
1726,350,-661
1746,463,-491
1780,570,-365
1723,681,-311
1746,727,-211
1701,781,-128
1678,808,-118
1683,800,-81
1670,808,-83
1678,808,-95
1658,792,-78
1681,816,-73
1672,808,-73
1687,800,-60
1683,806,-60
1667,800,-52
1687,795,-50
1678,776,-41
1683,792,-76
1706,806,-43
1687,806,-52
1678,786,-47
1692,795,-50
1661,783,-41
1690,781,-36
1698,778,-38
1687,795,-55
1687,792,-50
1683,786,-47
1690,790,-36
1692,783,-52
1698,781,-38
1690,792,-43
1706,781,-38
1678,800,-23
1670,772,-52
1687,776,-33
1695,792,-33
1695,806,-50
1687,792,-28
1681,767,-71
1695,797,-38
1692,813,-33
1692,783,-36
1665,790,-55
1667,792,-41
1706,797,-36
1687,797,-47
1670,781,-65
1672,776,-55
1678,795,-55
1690,778,-60
1690,792,-36
1681,790,-31
1687,808,-33
