-1.0816, 0.2871,14.2091 
-1.0823, 0.2795,14.2222 
-1.0897, 0.2715,14.2338 
-1.0940, 0.2654,14.2447 
-1.0964, 0.2602,14.2573 
-1.1005, 0.2528,14.2687 
-1.1020, 0.2467,14.2804 
-1.1065, 0.2413,14.2919 
-1.1095, 0.2357,14.3042 
-1.1113, 0.2294,14.3155 
-1.1165, 0.2264,14.3268 
-1.1167, 0.2193,14.3386 
-1.1156, 0.2124,14.3509 
-1.1208, 0.2077,14.3629 
-1.1207, 0.2051,14.3760 
-1.1283, 0.2085,14.3864 
-1.1303, 0.2104,14.3974 
-1.1300, 0.2164,14.4085 
-1.1322, 0.2112,14.4217 
-1.1285, 0.2065,14.4361 
-1.1251, 0.2038,14.4476 
-1.1310, 0.2054,14.4589 
-1.1280, 0.2062,14.4713 
-1.1267, 0.1991,14.4827 
-1.1302, 0.1967,14.4949 
-1.1332, 0.1960,14.5072 
-1.1375, 0.1941,14.5194 
-1.1357, 0.1941,14.5312 
-1.1339, 0.1924,14.5437 
-1.1351, 0.1933,14.5548 
-1.1352, 0.1952,14.5651 
-1.1385, 0.2022,14.5764 
-1.1401, 0.2048,14.5882 
-1.1665, 0.1539,14.6000 
-1.1901, 0.0612,14.6118 
-1.1703, 0.0713,14.6242 
-1.1587, 0.0739,14.6363 
-1.1501, 0.0811,14.6489 
-1.1355, 0.0972,14.6292 
-1.0051, 0.0502,15.9140 
-0.9921, 0.1073,19.0506 
-1.1236, 0.1375,21.1795 
-1.1940, 0.2153,23.4875 
-0.9887, 0.1153,23.2793 
-0.9223, 0.1020,21.1452 
-0.7775, 0.0344,18.0291 
-0.7071,-0.0036,14.4282 
-0.5076,-0.0457,11.0907 
-0.3383,-0.1103, 7.9756 
-0.1901,-0.1471, 4.7671 
-0.1346,-0.1495, 2.4495 
-0.0778,-0.1597,-0.4122 
-0.0745,-0.1062, 0.1463 
-0.1266,-0.0491, 4.3535 
-0.3233, 0.0751, 9.3888 
-0.3869, 0.1363,11.9139 
-0.3434, 0.0975,11.9899 
-0.9945, 0.3498,11.7112 
-1.2135, 0.4177,11.3678 
-1.2268, 0.4099,11.3785 
-1.2355, 0.4010,11.3913 
-1.2428, 0.3936,11.4046 
-1.2477, 0.3858,11.4176 
-1.2519, 0.3757,11.4298 
-1.2566, 0.3656,11.4419 
-1.2627, 0.3567,11.4541 
-1.2644, 0.3464,11.4665 
-1.2671, 0.3390,11.4798 
-1.2580, 0.3620,11.4966 
-1.2526, 0.4042,11.5098 
-1.2351, 0.4313,11.5223 
-1.2301, 0.4513,11.5332 
-1.2368, 0.4608,11.5459 
-1.2428, 0.4626,11.5585 
-1.2480, 0.4622,11.5693 
-1.2542, 0.4580,11.5813 
-1.2619, 0.4575,11.5951 
-1.2699, 0.4535,11.6067 
-1.2762, 0.4517,11.6188 
-1.2813, 0.4459,11.6304 
-1.2843, 0.4362,11.6425 
-1.2877, 0.4269,11.6545 
-1.2904, 0.4209,11.6670 
-1.2884, 0.4147,11.6802 
-1.2944, 0.4069,11.6928 
-1.2981, 0.4000,11.7038 
-1.2999, 0.3936,11.7162 
